monto,ubicacion,usuario,metodo_pago,dispositivo,direccion_ip,hora_transaccion,fraude
575.64,Burgos,marina77,tarjeta_debito,PC,76.119.231.91,6,False
126.84,Salamanca,inmaculadamartorell,paypal,PC,104.183.130.45,5,True
525.69,Jaén,lorenzoalegre,tarjeta_credito,móvil,198.176.160.42,22,False
813.14,Toledo,enriquezgracia,paypal,tableta,196.158.149.85,17,True
52.88,Zamora,valvarez,paypal,PC,177.188.215.172,12,False
308.7,Madrid,grasanunciacion,tarjeta_debito,tableta,131.20.64.140,2,False
929.51,Salamanca,martin63,paypal,tableta,105.108.144.78,16,False
345.65,La Rioja,ylobo,tarjeta_debito,tableta,30.146.19.125,2,True
681.03,La Rioja,benignasimo,paypal,móvil,22.84.23.192,0,False
882.29,Cádiz,vitogiralt,tarjeta_debito,tableta,164.199.6.63,0,True
510.0,Guadalajara,anacletoosuna,paypal,tableta,218.115.150.13,2,False
218.68,Sevilla,ctovar,paypal,tableta,81.139.208.37,4,True
603.11,La Coruña,prietodavid,paypal,móvil,173.40.201.202,11,True
992.82,Salamanca,salomondiez,paypal,móvil,208.147.109.168,21,True
359.53,Zamora,wsantos,tarjeta_debito,móvil,29.108.96.140,14,False
972.36,La Coruña,lvaquero,paypal,PC,191.15.11.158,0,False
468.47,Almería,amorosmarcela,tarjeta_credito,móvil,82.201.140.185,8,True
742.5,Cádiz,mariscalvanesa,paypal,PC,188.154.225.45,7,False
577.24,Teruel,maite34,tarjeta_credito,PC,198.195.22.228,19,False
89.45,Sevilla,gerardo19,tarjeta_credito,tableta,156.83.57.227,11,True
112.61,Cáceres,sibarra,tarjeta_debito,móvil,221.5.91.17,22,True
844.26,Barcelona,andresflorencio,tarjeta_debito,PC,220.170.203.95,23,False
149.33,Melilla,arellanofortunata,transferencia,tableta,118.152.234.217,4,True
84.06,Ávila,vmaza,transferencia,tableta,42.150.59.242,10,True
665.23,Valencia,qcazorla,tarjeta_credito,PC,69.247.111.92,0,True
627.83,La Coruña,sebastiancazorla,tarjeta_debito,móvil,181.212.24.117,21,True
157.26,Murcia,roquemiguel,transferencia,tableta,183.104.55.41,14,True
716.02,Baleares,melendezcloe,transferencia,móvil,8.236.31.158,3,False
9.24,Cantabria,ivelez,paypal,tableta,4.188.142.213,16,True
808.02,La Coruña,gomezmarcela,tarjeta_debito,PC,98.246.121.17,15,False
448.87,Teruel,wpellicer,transferencia,móvil,216.94.183.225,17,True
377.68,Zaragoza,cuellarclimaco,paypal,PC,25.92.158.155,1,True
572.5,Castellón,hortensiaaguila,tarjeta_debito,tableta,9.165.36.209,22,True
770.76,Sevilla,sebastianmaria-carmen,paypal,móvil,212.139.169.247,17,False
65.3,Almería,simoncordoba,transferencia,móvil,70.136.174.145,16,False
927.01,Navarra,ysanmartin,tarjeta_credito,PC,8.174.158.147,22,False
196.19,Cáceres,camilo56,tarjeta_debito,móvil,132.69.255.199,6,False
141.33,Ourense,guerrabienvenida,tarjeta_credito,PC,159.124.68.18,19,True
399.02,La Rioja,gertrudisescolano,tarjeta_debito,móvil,130.66.148.143,16,False
187.43,Zamora,bellidoruperto,tarjeta_credito,PC,110.24.15.163,13,True
75.55,Baleares,eusebio14,tarjeta_credito,PC,43.93.14.152,6,True
887.07,Alicante,jrincon,tarjeta_debito,PC,215.80.80.7,21,False
460.09,Valladolid,ciriaco14,transferencia,móvil,218.248.208.249,12,False
330.4,Zaragoza,celestina76,transferencia,móvil,195.212.220.101,18,False
273.72,Valladolid,wmendez,transferencia,móvil,37.132.30.221,21,False
124.46,Lleida,tbarbero,paypal,móvil,34.148.237.148,3,False
928.58,Ceuta,castillarodolfo,transferencia,tableta,219.103.52.109,2,True
695.18,Burgos,ufuente,paypal,tableta,210.80.218.87,5,False
868.53,Navarra,palmira99,paypal,PC,146.85.29.160,1,False
648.46,Alicante,pugaleire,tarjeta_debito,PC,115.188.242.222,0,False
967.11,Cuenca,maria-luisa88,tarjeta_debito,tableta,99.235.54.68,9,True
877.66,Huelva,francorene,paypal,tableta,149.43.67.183,14,False
590.16,Valladolid,canetecarlota,paypal,móvil,209.192.253.14,23,True
909.2,Ciudad,ameliadavila,transferencia,PC,89.247.210.166,9,False
610.33,Pontevedra,marinalex,tarjeta_credito,tableta,193.185.28.135,5,False
992.01,Lleida,rosendomata,tarjeta_credito,tableta,123.47.69.146,20,True
413.13,Sevilla,angladacristian,tarjeta_credito,tableta,121.25.235.222,6,True
9.71,Granada,paniaguamiguel,tarjeta_credito,móvil,202.142.201.151,17,False
510.72,Cádiz,omar94,transferencia,móvil,8.128.57.172,23,True
168.84,Vizcaya,agata13,tarjeta_debito,tableta,187.110.196.223,23,True
150.85,Palencia,ablazquez,tarjeta_credito,móvil,47.244.89.30,12,False
885.8,León,tmiralles,tarjeta_credito,móvil,208.119.73.237,7,False
55.63,Barcelona,miguel-angelarmengol,paypal,tableta,129.20.125.165,16,False
227.83,Lleida,vito66,tarjeta_debito,móvil,182.192.200.170,1,False
957.63,Teruel,primitivo43,tarjeta_debito,tableta,37.95.54.29,3,True
445.86,Álava,pintoana,tarjeta_debito,tableta,208.23.214.144,13,False
274.8,Salamanca,nietofernanda,transferencia,tableta,218.122.162.113,5,True
861.92,Ceuta,pedrosaflorinda,tarjeta_credito,móvil,157.112.108.113,19,True
222.15,Palencia,solmercader,tarjeta_debito,tableta,193.228.223.118,1,False
531.6,Ceuta,maria-jose82,tarjeta_debito,tableta,215.53.107.226,13,False
844.78,Granada,noeliamontoya,transferencia,PC,71.185.157.180,16,True
743.55,Málaga,duilio51,paypal,PC,175.234.254.114,0,True
253.07,León,vigilfernando,tarjeta_credito,tableta,149.236.126.245,22,True
973.51,Valladolid,juan-luis60,paypal,tableta,201.10.230.168,11,True
215.09,Soria,jenny99,tarjeta_credito,móvil,73.30.235.139,13,True
377.47,Jaén,bbauza,transferencia,PC,219.40.99.47,1,True
453.48,Toledo,asales,transferencia,móvil,181.82.182.84,19,True
540.61,Salamanca,cabonadia,transferencia,tableta,216.120.237.235,10,False
356.22,Ceuta,melchorpallares,tarjeta_debito,tableta,145.77.112.223,13,False
507.9,Guipúzcoa,abarbero,tarjeta_debito,PC,84.222.135.76,12,True
364.11,Teruel,caridadbusquets,tarjeta_debito,tableta,81.175.37.253,4,True
739.1,Zamora,nicanorpou,tarjeta_credito,tableta,166.30.13.42,15,False
275.42,Jaén,acanete,tarjeta_credito,tableta,64.45.185.26,11,True
893.39,Lugo,rolandoolivares,tarjeta_credito,tableta,3.164.144.121,21,True
138.82,Tarragona,blanesjulieta,tarjeta_debito,tableta,152.255.54.233,5,True
578.12,Córdoba,seguiadelina,paypal,PC,42.65.249.170,8,True
874.59,Alicante,emilianosilva,transferencia,tableta,30.52.47.230,1,False
313.13,Salamanca,tamaramora,paypal,móvil,210.47.70.218,3,False
850.6,Barcelona,sandralozano,tarjeta_credito,PC,180.185.109.27,3,False
242.93,Teruel,angelinaroldan,tarjeta_debito,móvil,169.190.201.88,10,False
339.35,Córdoba,mpadilla,paypal,móvil,164.93.241.243,22,True
652.54,Almería,reynabonilla,transferencia,móvil,85.142.237.33,15,True
256.72,Álava,ezequielplanas,paypal,tableta,34.102.37.82,3,True
484.41,Valladolid,amelia80,paypal,tableta,204.23.223.200,5,True
982.36,Alicante,quesadaamado,paypal,móvil,216.23.169.144,9,True
455.56,Soria,nvaquero,tarjeta_debito,PC,148.150.26.116,9,False
830.98,Málaga,doroteapena,tarjeta_credito,tableta,23.66.203.202,12,False
10.82,Asturias,pcasals,tarjeta_debito,tableta,154.139.224.46,14,True
665.42,Albacete,juan-franciscobernad,tarjeta_debito,tableta,19.225.223.96,17,True
873.82,Palencia,noemivalero,paypal,móvil,204.227.240.212,13,True
335.32,Santa Cruz de Tenerife,rodolfo02,tarjeta_debito,PC,133.67.116.131,0,True
266.65,Ourense,gribes,tarjeta_debito,tableta,17.205.219.195,22,False
759.87,Huesca,bilbaocrescencia,paypal,tableta,4.21.4.230,16,False
269.84,Álava,bescamilla,transferencia,tableta,167.235.216.199,3,False
247.17,Cáceres,serafinatapia,tarjeta_debito,móvil,165.183.162.203,12,False
509.42,Melilla,vallejozaira,paypal,PC,157.191.94.161,5,False
550.4,Burgos,fidela41,tarjeta_debito,PC,209.47.164.235,19,False
73.12,Barcelona,peramaria-manuela,paypal,móvil,166.98.34.205,13,True
127.87,Tarragona,franciscadomingo,transferencia,tableta,110.154.236.220,0,False
429.91,Ciudad,german09,transferencia,PC,137.204.123.251,8,False
162.96,Valladolid,zgibert,tarjeta_credito,tableta,158.214.149.131,3,True
57.0,Ciudad,pratstrinidad,paypal,tableta,45.184.126.200,8,True
407.34,Valencia,laroca,transferencia,móvil,209.232.139.5,19,True
697.05,Lleida,susanacatalan,paypal,móvil,80.80.61.16,13,False
743.26,Baleares,salamancanelida,transferencia,móvil,200.198.249.57,12,False
545.79,Sevilla,montserratalcala,tarjeta_credito,PC,178.60.38.245,20,True
127.87,Ávila,qdonaire,paypal,tableta,166.113.100.158,3,False
830.13,Madrid,bvaldes,tarjeta_debito,móvil,222.204.244.30,9,True
469.27,Zamora,nieves67,tarjeta_credito,móvil,205.88.198.131,9,False
113.72,Lleida,rodriguezjose-carlos,tarjeta_debito,móvil,200.162.110.179,17,True
490.97,Salamanca,qjauregui,tarjeta_credito,PC,202.21.105.236,8,False
308.2,Burgos,gilabertjordan,transferencia,tableta,192.184.116.233,17,False
108.67,Alicante,szabaleta,transferencia,PC,222.146.177.202,0,True
169.46,Jaén,tcarrera,tarjeta_debito,PC,142.94.157.136,15,False
786.52,Soria,tono84,tarjeta_debito,tableta,207.80.55.229,23,True
110.24,Almería,darioecheverria,transferencia,móvil,47.246.44.207,2,False
260.15,Ceuta,caballerojuan-carlos,paypal,PC,1.99.201.121,2,False
278.28,Valencia,tamaraaguilera,tarjeta_debito,tableta,93.142.95.1,13,True
148.65,Cantabria,lalmeida,transferencia,móvil,203.80.22.213,12,True
739.87,La Coruña,uferran,tarjeta_debito,móvil,11.22.40.232,6,True
796.56,Ourense,loidahuertas,tarjeta_debito,PC,206.110.0.82,0,False
884.2,Cuenca,olmooctavia,transferencia,tableta,198.22.173.143,2,True
771.45,Lleida,bmugica,tarjeta_credito,móvil,117.248.136.244,14,False
6.28,Lugo,eibanez,tarjeta_debito,PC,13.212.59.185,8,True
493.61,Cádiz,jllano,paypal,tableta,45.49.238.66,12,True
524.72,Vizcaya,rufinaroda,paypal,PC,198.53.52.37,15,False
305.76,León,andresamparo,tarjeta_credito,PC,61.14.26.198,2,True
649.49,Almería,yfalco,paypal,móvil,208.148.129.54,13,True
69.61,Sevilla,ana-sofia30,transferencia,PC,123.115.127.88,14,True
563.43,León,tenoriosebastian,paypal,tableta,156.147.253.245,12,True
467.43,Castellón,carlitobermejo,tarjeta_credito,móvil,205.29.59.138,6,False
577.42,Lugo,ejerez,transferencia,móvil,199.230.149.5,21,True
36.3,Huelva,pedrazapascuala,tarjeta_debito,móvil,117.26.67.182,10,True
417.58,Burgos,gomiseugenia,paypal,móvil,30.102.196.210,3,True
517.94,Soria,hernandezangelina,tarjeta_credito,tableta,183.195.105.14,8,True
73.73,Valladolid,jimenezdulce,tarjeta_debito,tableta,222.174.48.239,7,True
305.66,Burgos,pulidoisa,tarjeta_debito,PC,218.115.145.232,7,False
46.03,Baleares,jose-ramonlanda,paypal,móvil,212.90.75.51,16,False
527.82,Toledo,tejadamaria,transferencia,móvil,161.92.178.198,20,True
913.79,Sevilla,julianaquiros,transferencia,móvil,148.130.181.105,13,True
77.11,Huesca,vclemente,tarjeta_debito,móvil,173.187.17.80,0,True
430.31,Ceuta,carinavargas,transferencia,PC,200.213.80.36,13,True
521.43,Murcia,jchaves,paypal,móvil,157.175.19.20,13,True
828.99,Tarragona,sotobegona,transferencia,PC,214.55.95.45,19,True
935.21,Segovia,violetaduran,transferencia,móvil,58.255.41.218,5,True
335.47,Lleida,gonzalo58,tarjeta_debito,PC,58.175.24.2,3,False
462.01,Segovia,calistaortuno,tarjeta_credito,tableta,187.213.69.153,15,False
173.8,Córdoba,sguardiola,transferencia,móvil,168.1.49.59,17,True
728.14,Vizcaya,zjimenez,transferencia,tableta,179.66.227.238,11,True
648.04,Valladolid,jeremiasbayon,paypal,móvil,153.114.3.131,1,False
525.64,Santa Cruz de Tenerife,bernarditavalenciano,tarjeta_credito,PC,154.18.228.4,10,False
900.74,Santa Cruz de Tenerife,hzamora,tarjeta_debito,móvil,170.190.66.153,12,True
426.89,Melilla,domingoarmas,paypal,móvil,202.61.227.187,19,True
603.53,Barcelona,falcojimena,paypal,tableta,196.90.133.176,12,False
973.17,Ourense,martin79,tarjeta_debito,móvil,24.80.13.60,10,True
398.31,Navarra,aristides73,transferencia,móvil,204.252.231.99,7,True
245.05,Badajoz,reyesramon,paypal,PC,218.51.10.81,1,False
737.39,Badajoz,teodosio02,transferencia,PC,184.185.85.119,0,True
117.33,Santa Cruz de Tenerife,ikerpuig,paypal,PC,47.232.72.58,5,False
947.63,Huelva,gaspargodoy,tarjeta_debito,móvil,33.137.172.147,19,True
592.14,Soria,nsoria,tarjeta_credito,PC,204.47.176.22,6,True
51.8,Tarragona,bernabeleal,tarjeta_credito,móvil,222.147.136.96,19,True
313.39,Valladolid,iaragon,tarjeta_debito,móvil,201.167.185.228,22,True
304.47,La Coruña,crespogerman,tarjeta_debito,tableta,198.63.18.56,5,False
287.87,Asturias,jose-ramon51,tarjeta_credito,móvil,141.49.131.214,20,False
528.24,Pontevedra,judithcarballo,transferencia,PC,98.148.23.41,0,True
952.53,Ávila,cruzcebrian,transferencia,PC,217.152.27.231,22,True
184.93,Burgos,fbas,tarjeta_credito,tableta,88.99.7.9,10,False
679.34,Guipúzcoa,vsanjuan,tarjeta_credito,tableta,114.175.146.211,7,False
965.56,Granada,verdugoclimaco,tarjeta_debito,PC,221.52.212.137,8,True
128.57,Tarragona,nnunez,paypal,tableta,193.29.136.240,13,False
897.21,Pontevedra,cesarcastrillo,tarjeta_credito,móvil,17.85.187.3,21,False
835.39,Málaga,marcopaez,tarjeta_debito,PC,5.171.191.125,4,False
804.43,Albacete,vidalbejarano,tarjeta_debito,móvil,194.219.248.219,4,False
201.65,Sevilla,eolmedo,tarjeta_credito,tableta,147.83.211.196,7,True
48.74,Burgos,lnevado,paypal,PC,220.82.59.207,8,False
558.37,Alicante,vilanovafernando,paypal,móvil,37.156.22.235,9,False
698.05,Álava,camaramarcial,tarjeta_credito,móvil,103.150.119.64,13,True
557.54,Valladolid,llasa,tarjeta_credito,PC,91.156.154.133,8,False
212.98,Albacete,valeromari,paypal,PC,212.224.1.224,17,True
593.76,Guipúzcoa,rbeltran,tarjeta_debito,PC,148.176.106.174,6,False
868.25,Barcelona,ktorrens,paypal,PC,125.237.119.215,14,False
610.44,Córdoba,aitortirado,tarjeta_debito,móvil,19.205.135.31,3,True
448.06,Álava,severino46,paypal,tableta,177.251.186.97,23,False
104.76,Cáceres,marcialgallardo,transferencia,móvil,138.218.181.255,1,False
246.18,Lleida,chaconalejandro,transferencia,PC,29.154.174.200,15,False
191.31,Cantabria,crescencia33,transferencia,PC,220.103.14.96,14,False
961.52,Melilla,eveliabermudez,tarjeta_debito,PC,185.207.209.70,10,True
978.81,Castellón,cabanasvirginia,tarjeta_debito,PC,154.201.69.174,11,True
617.81,Ávila,belen60,tarjeta_credito,tableta,203.132.231.61,7,False
730.11,Castellón,kgomila,transferencia,PC,201.163.202.11,21,True
360.61,Granada,pascualangela,tarjeta_debito,móvil,205.209.238.155,11,True
357.97,Lleida,fitogual,tarjeta_debito,tableta,211.197.214.82,9,True
578.26,Las Palmas,marmoldelia,paypal,tableta,159.1.254.15,2,True
835.09,Ceuta,mercedes73,tarjeta_credito,tableta,106.41.26.94,18,True
458.19,Murcia,lalomenendez,transferencia,tableta,121.99.21.48,2,False
865.42,Lleida,jovita91,tarjeta_credito,tableta,24.194.239.176,13,True
634.43,Jaén,urevilla,tarjeta_credito,móvil,213.177.131.185,10,False
497.04,Córdoba,ytur,tarjeta_credito,móvil,138.213.205.207,15,True
139.71,Ávila,qaznar,transferencia,PC,168.121.56.210,19,False
795.36,Huesca,natividadrios,transferencia,móvil,171.62.58.98,17,True
697.58,Málaga,sanchezsilvestre,tarjeta_credito,PC,222.27.115.182,18,True
904.11,Barcelona,npina,transferencia,PC,156.46.80.30,15,False
780.22,Guipúzcoa,florinabalaguer,transferencia,PC,82.73.134.238,1,True
990.65,Palencia,moreraestela,tarjeta_debito,PC,181.4.88.19,14,True
555.03,Málaga,alcazarbautista,tarjeta_debito,móvil,48.170.191.161,5,False
351.08,Valencia,mgaya,transferencia,móvil,114.163.144.170,21,False
772.68,La Rioja,maura55,tarjeta_debito,PC,206.61.248.122,9,True
268.23,Madrid,tonoroda,tarjeta_debito,PC,180.226.65.45,14,False
749.41,Toledo,wecheverria,transferencia,móvil,21.139.65.161,23,True
366.89,Ceuta,wmelero,transferencia,PC,21.54.104.28,22,True
582.31,Burgos,apolinar43,paypal,móvil,192.208.190.250,1,False
479.02,Huelva,clumbreras,paypal,tableta,137.100.204.151,19,False
17.55,Valencia,jaime50,paypal,móvil,218.105.144.230,0,True
312.75,Lleida,luis-miguelchico,transferencia,móvil,69.37.244.134,7,False
927.75,Jaén,lorena98,transferencia,tableta,128.201.29.236,13,True
930.72,Pontevedra,antoniaalegria,paypal,móvil,203.70.234.182,20,True
248.9,Huesca,xavierlinares,tarjeta_credito,PC,35.245.141.165,17,False
158.43,Málaga,seve56,tarjeta_credito,tableta,200.253.6.110,2,True
646.38,Zaragoza,gsolera,transferencia,tableta,58.27.160.251,0,False
871.95,Ceuta,che41,tarjeta_debito,PC,93.160.2.88,11,False
25.94,Guadalajara,vrios,transferencia,tableta,134.16.233.25,7,True
941.35,Burgos,blancaamando,transferencia,tableta,191.32.232.151,3,False
354.55,Alicante,udiez,tarjeta_debito,PC,58.248.155.148,18,True
837.99,Soria,leandro93,paypal,PC,139.227.244.28,22,True
219.89,Melilla,raquel02,paypal,móvil,135.136.230.117,6,False
461.17,Las Palmas,milagrosnebot,paypal,PC,153.103.202.160,8,False
867.3,Huesca,vilaplanajuan-bautista,tarjeta_credito,móvil,92.84.50.215,3,True
707.31,Valladolid,izaguirreanabel,transferencia,móvil,117.225.56.228,18,True
149.15,León,gtorres,paypal,tableta,155.7.133.60,3,True
547.12,Murcia,aragonambrosio,tarjeta_credito,PC,183.113.86.85,23,True
817.37,Tarragona,pulidoeva,transferencia,móvil,197.88.152.173,22,False
759.9,Córdoba,elbasola,paypal,PC,126.231.195.121,19,False
859.17,Melilla,xarenas,paypal,PC,129.56.218.248,9,False
93.42,Badajoz,gomilanereida,tarjeta_credito,PC,142.221.195.173,6,False
534.68,Palencia,nerea05,paypal,tableta,69.49.92.98,14,False
255.34,Guipúzcoa,jtovar,transferencia,tableta,134.74.41.32,17,True
463.11,Huesca,lrocha,tarjeta_credito,PC,149.245.178.94,12,False
512.19,Guipúzcoa,saezaureliano,tarjeta_debito,PC,208.47.48.138,15,False
388.24,Lleida,hgil,tarjeta_debito,PC,13.101.155.198,0,False
190.28,Santa Cruz de Tenerife,jorge79,paypal,PC,45.161.118.127,2,False
5.11,Pontevedra,aureacanizares,paypal,PC,143.139.62.7,10,False
844.75,Huelva,graciela96,transferencia,PC,44.191.70.92,11,False
93.93,Toledo,sotelofilomena,tarjeta_credito,móvil,91.103.133.44,16,True
217.0,Navarra,bayonabenita,paypal,móvil,193.160.173.127,11,False
447.93,Guadalajara,silvestre20,tarjeta_debito,PC,205.97.15.167,23,True
698.99,Sevilla,cuellarmamen,tarjeta_debito,PC,220.9.71.227,8,False
868.05,Murcia,venceslasfajardo,tarjeta_debito,móvil,222.6.195.78,17,False
148.09,Cáceres,eloy78,tarjeta_credito,PC,134.124.185.23,21,False
735.76,Cádiz,dorita75,tarjeta_credito,PC,201.232.185.29,7,True
283.26,Valladolid,candida88,tarjeta_debito,móvil,59.107.12.100,18,True
631.72,Lugo,flavioespinosa,tarjeta_debito,móvil,193.252.6.98,19,False
722.23,Barcelona,clementina08,paypal,tableta,212.168.157.155,15,True
715.82,Melilla,maloanastasio,tarjeta_debito,tableta,189.87.45.220,7,True
118.93,Madrid,alvarezruperta,tarjeta_credito,móvil,194.122.84.61,1,False
661.1,Segovia,griselda35,transferencia,móvil,108.48.66.145,5,False
668.74,Cádiz,ileanagodoy,tarjeta_debito,tableta,160.24.76.32,19,True
352.83,Cantabria,ariadna20,transferencia,tableta,220.159.65.234,21,False
512.05,Murcia,ffonseca,paypal,PC,131.50.29.182,6,False
246.62,Valladolid,jacobo34,transferencia,tableta,207.166.220.169,13,False
586.65,Palencia,wgalvez,tarjeta_debito,tableta,130.126.181.227,0,True
816.69,Pontevedra,albano70,transferencia,PC,168.22.203.153,8,False
40.8,Teruel,anna64,transferencia,móvil,118.84.49.255,20,False
612.27,Valladolid,feliciano85,transferencia,tableta,216.52.160.11,22,False
306.55,Cantabria,santamariaarturo,tarjeta_credito,tableta,98.172.147.49,15,False
617.95,Valladolid,diazgabriel,paypal,tableta,80.139.125.116,0,False
139.66,Albacete,noguesfelix,paypal,móvil,25.3.132.123,12,False
265.13,Burgos,margarita02,tarjeta_credito,móvil,197.207.92.96,19,False
837.51,Cuenca,ramirezazahar,tarjeta_credito,tableta,168.243.149.206,23,True
736.28,Asturias,rosario10,paypal,móvil,90.248.64.155,15,False
88.55,Cuenca,ifajardo,transferencia,móvil,221.56.194.223,14,False
497.44,Castellón,svalentin,paypal,tableta,172.148.79.49,6,False
661.1,Málaga,ciriaco35,tarjeta_debito,móvil,91.157.40.14,19,False
617.54,Almería,bonifaciourena,tarjeta_debito,móvil,166.204.89.69,16,False
55.82,Guadalajara,nplaza,tarjeta_debito,PC,168.176.128.150,16,False
750.95,Las Palmas,melaniagibert,tarjeta_credito,móvil,73.13.242.158,19,False
873.77,La Rioja,pquintanilla,tarjeta_debito,PC,177.57.199.26,14,True
966.76,Segovia,llorensascension,tarjeta_credito,móvil,198.2.47.95,22,False
917.36,Salamanca,marjimenez,tarjeta_credito,tableta,89.132.172.222,20,False
577.38,Ourense,ymontalban,transferencia,PC,144.209.102.55,7,False
135.97,Teruel,lozanonestor,paypal,móvil,2.197.67.159,20,True
674.55,Toledo,humberto82,tarjeta_debito,PC,221.165.227.17,10,False
168.74,Ciudad,sabas22,transferencia,móvil,204.20.129.57,2,False
579.25,Girona,malena36,transferencia,tableta,201.247.182.188,0,False
782.52,Lleida,aitor99,tarjeta_debito,móvil,157.171.211.186,3,True
305.26,La Rioja,zbou,tarjeta_credito,móvil,169.58.219.175,23,False
525.07,Granada,riquelmefrancisco-javier,tarjeta_credito,móvil,140.191.143.209,4,True
99.23,La Coruña,pelayo87,paypal,tableta,182.232.156.207,12,True
728.73,Vizcaya,jose-carlosledesma,paypal,PC,187.234.176.173,16,True
333.74,Almería,bgallardo,paypal,móvil,5.43.213.89,19,True
997.56,Girona,calisto18,transferencia,tableta,32.176.31.235,1,True
787.27,Córdoba,mcarrion,tarjeta_credito,tableta,161.169.112.196,5,True
454.68,Burgos,ejurado,transferencia,PC,170.127.241.30,14,False
888.63,Badajoz,manuellisandro,tarjeta_debito,tableta,150.63.21.115,15,True
590.95,Burgos,ana-belenreyes,paypal,PC,193.134.53.111,23,True
902.78,Segovia,pepe52,tarjeta_debito,PC,181.184.169.45,14,True
304.57,Santa Cruz de Tenerife,climaco65,transferencia,PC,223.190.18.133,22,True
840.25,Guadalajara,bvilalta,tarjeta_debito,móvil,194.26.239.56,5,False
387.6,Melilla,xgallart,paypal,tableta,222.87.63.199,6,True
745.96,Cantabria,jordan62,transferencia,PC,217.31.151.196,18,True
885.93,Córdoba,morillozaira,transferencia,móvil,108.33.112.35,14,True
144.43,Toledo,leonelmarcos,tarjeta_credito,tableta,180.218.96.108,21,False
449.68,Palencia,gertrudistello,tarjeta_debito,móvil,210.96.18.80,9,True
747.07,Murcia,venceslas27,transferencia,tableta,88.196.85.189,14,False
574.48,Girona,castilloligia,paypal,móvil,108.30.125.147,0,True
263.39,Ceuta,cazorlafernanda,tarjeta_debito,móvil,19.179.151.141,19,True
92.8,Córdoba,amandotorrents,tarjeta_credito,tableta,132.221.63.143,14,False
751.25,León,glaucomayo,paypal,móvil,192.91.7.111,9,True
862.76,Santa Cruz de Tenerife,arroyoolalla,paypal,móvil,218.232.50.248,4,True
398.82,Palencia,judith49,paypal,móvil,91.58.229.105,22,False
201.3,Zamora,maximinocastell,transferencia,tableta,219.197.35.193,23,True
883.13,Salamanca,beatrizserrano,tarjeta_credito,PC,134.133.125.78,15,True
542.57,Las Palmas,petrona91,tarjeta_debito,móvil,92.145.167.19,9,False
7.73,Burgos,hdaza,transferencia,PC,70.242.235.206,20,True
172.15,Alicante,wcerdan,paypal,móvil,53.116.106.110,23,False
791.36,Jaén,imelda68,transferencia,tableta,194.188.84.148,14,False
714.89,Alicante,zangel,tarjeta_credito,tableta,55.66.98.99,22,True
871.63,Murcia,remigiomancebo,tarjeta_debito,móvil,134.8.10.145,8,True
983.81,Cantabria,petronacarrillo,paypal,móvil,110.208.133.75,20,False
15.56,Las Palmas,gmiranda,transferencia,tableta,165.18.65.39,2,True
604.94,La Rioja,gervasio39,tarjeta_debito,móvil,52.189.73.169,1,False
517.16,Ourense,benjaminbravo,transferencia,PC,29.165.37.130,9,False
267.64,Almería,mcapdevila,paypal,tableta,71.40.69.160,3,False
21.28,Palencia,amoroslaura,paypal,PC,79.64.73.136,23,True
981.07,La Rioja,amarilisllanos,paypal,tableta,195.246.92.156,7,True
625.77,Salamanca,aaronmiralles,tarjeta_credito,tableta,65.118.253.98,9,True
353.01,Málaga,aguiloasdrubal,tarjeta_debito,móvil,166.72.41.15,20,False
290.66,Madrid,pedro30,tarjeta_debito,PC,84.159.89.185,23,True
432.67,Ourense,jose-angelvalera,tarjeta_credito,móvil,30.39.184.13,12,False
359.87,Palencia,darioguerra,tarjeta_credito,tableta,208.190.47.63,23,True
786.88,Girona,pascual34,tarjeta_debito,móvil,207.177.162.136,15,True
671.69,Salamanca,marinaecheverria,transferencia,móvil,42.105.159.129,1,True
55.21,Valladolid,narce,transferencia,tableta,204.198.255.249,16,False
118.07,Asturias,saracasares,transferencia,PC,154.29.133.175,5,False
593.68,Álava,gema22,transferencia,tableta,59.10.183.255,13,False
253.21,Cáceres,amaromateos,paypal,tableta,167.225.126.188,3,True
230.84,Burgos,delfina61,tarjeta_debito,móvil,201.71.236.12,17,True
776.93,Pontevedra,ucuellar,paypal,PC,144.249.51.49,7,True
193.99,Huelva,taboadaruperta,tarjeta_debito,móvil,209.55.140.81,8,False
735.65,Cuenca,adanfebe,tarjeta_credito,tableta,140.202.136.215,9,True
577.28,Guipúzcoa,martina54,tarjeta_credito,PC,187.79.253.22,20,False
506.17,Ceuta,umartin,paypal,PC,210.167.74.231,10,True
419.22,Córdoba,lazcona,tarjeta_debito,PC,56.95.69.40,18,True
938.15,Palencia,maribelmas,tarjeta_debito,móvil,34.83.77.133,19,True
479.64,Toledo,dmateu,tarjeta_debito,móvil,137.190.180.173,14,False
540.05,Cáceres,dafnebustamante,paypal,móvil,197.82.51.139,20,False
867.16,Pontevedra,eufemiaserna,tarjeta_debito,PC,172.168.155.40,2,True
97.94,Cádiz,amadocanellas,tarjeta_debito,PC,209.191.82.38,10,True
119.17,Cantabria,amparoortiz,tarjeta_credito,tableta,201.248.54.30,12,True
394.39,Asturias,kgonzalez,tarjeta_debito,móvil,165.157.101.222,3,False
330.32,Sevilla,pprada,tarjeta_debito,tableta,2.33.192.150,16,False
336.4,Ceuta,lunapaula,tarjeta_credito,PC,207.135.75.37,4,False
76.46,Ourense,lucascelia,transferencia,tableta,90.66.42.88,9,True
